id,cleaned_report_title,report_category_name,summary,text_content,is_waste,sample_task_id,sample_report_title,sample_report_text,user_id,created,updated,first_found,last_found,count,error_task_time,log_task_time,requeue_task_time,report_category_weight,predicted_task_time,predicted_task_status_error,predicted_task_status_completed,predicted_job_status,plugin
29,error error read error reading pixel data from image file early end of file read out of requested bytes at message file line in rendertasks file line in writepython file line in file line in handleerror at args at task string outmessage abortlevel abortlevel at task string outmessage abortlevel,error reading pixel data from image file,,,FALSE,,"Error: FailRenderException : [13:25.47] ERROR: Read16: Error reading pixel data from image file //bstorage/projects/NJ/04_PRODUCTION/NJ00_RENDERS/03.LR/NJ02/4180_NJ02/Jefferson_Wide/4180_NJ02_Jefferson_Wide.0054.exr. Early end of file: read 5173 out of 5980 requested bytes.    at Deadline.Plugins.DeadlinePlugin.FailRender(String message) (Python.Runtime.PythonException)   File C:UsersAdministratorAppDataLocalThinkboxDeadline10slaveNUKENODE06-_I07plugins6054a4a4a542fe392cdd4af5Nuke.py, line 262, in RenderTasks     self.WritePython(scriptContents)   File C:UsersAdministratorAppDataLocalThinkboxDeadline10slaveNUKENODE06-_I07plugins6054a4a4a542fe392cdd4af5Nuke.py, line 39, in WritePython     self.WaitForProcess()   File C:UsersAdministratorAppDataLocalThinkboxDeadline10slaveNUKENODE06-_I07plugins6054a4a4a542fe392cdd4af5Nuke.py, line 46, in WaitForProcess     self.FlushMonitoredManagedProcessStdout( self.ProcessName )   File C:UsersAdministratorAppDataLocalThinkboxDeadline10slaveNUKENODE06-_I07plugins6054a4a4a542fe392cdd4af5Nuke.py, line 621, in HandleError     self.deadlinePlugin.FailRender( self.GetRegexMatch( 0 ) )    at Python.Runtime.Dispatcher.Dispatch(ArrayList args)    at __FranticX_GenericDelegate0Dispatcher.Invoke()    at Deadline.Plugins.DeadlinePlugin.RenderTasks()    at Deadline.Plugins.DeadlinePlugin.DoRenderTasks()    at Deadline.Plugins.PluginWrapper.RenderTasks(Task task, String& outMessage, AbortLevel& abortLevel)    at Deadline.Plugins.PluginWrapper.RenderTasks(Task task, String& outMessage, AbortLevel& abortLevel)",,,,,,,,,,,,,,,,Nuke
30,error runtimeerror spacebox cannot be executed at message file line in rendertasks file line in writepython file line in file line in handleerror at args at task string outmessage abortlevel abortlevel at task string outmessage abortlevel,runtimeerror: <> cannot be executed,,,FALSE,,"Error: FailRenderException : RuntimeError: SPACEBOX cannot be executed    at Deadline.Plugins.DeadlinePlugin.FailRender(String message) (Python.Runtime.PythonException)   File C:Userssir.renderAppDataLocalThinkboxDeadline10slaveCONA17-_I06plugins605b7928bf4fd2f9d004f58eNuke.py, line 262, in RenderTasks     self.WritePython(scriptContents)   File C:Userssir.renderAppDataLocalThinkboxDeadline10slaveCONA17-_I06plugins605b7928bf4fd2f9d004f58eNuke.py, line 39, in WritePython     self.WaitForProcess()   File C:Userssir.renderAppDataLocalThinkboxDeadline10slaveCONA17-_I06plugins605b7928bf4fd2f9d004f58eNuke.py, line 46, in WaitForProcess     self.FlushMonitoredManagedProcessStdout( self.ProcessName )   File C:Userssir.renderAppDataLocalThinkboxDeadline10slaveCONA17-_I06plugins605b7928bf4fd2f9d004f58eNuke.py, line 621, in HandleError     self.deadlinePlugin.FailRender( self.GetRegexMatch( 0 ) )    at Python.Runtime.Dispatcher.Dispatch(ArrayList args)    at __FranticX_GenericDelegate0Dispatcher.Invoke()    at Deadline.Plugins.DeadlinePlugin.RenderTasks()    at Deadline.Plugins.DeadlinePlugin.DoRenderTasks()    at Deadline.Plugins.PluginWrapper.RenderTasks(Task task, String& outMessage, AbortLevel& abortLevel)    at Deadline.Plugins.PluginWrapper.RenderTasks(Task task, String& outMessage, AbortLevel& abortLevel)",,,,,,,,,,,,,,,,Nuke
31,event error onjobrequeued exception no sound found named nj wav in footagewavs,event error onjobsubmitted exception no sound found named <>,,,FALSE,,"Event Error (OnJobRequeued): Exception : [FINALCOMP_addSound] No sound found named '0360_NJ02.wav' in: [., ../../04_FOOTAGE/WAVs, ../../09_FOOTAGE/WAVs]",,,,,,,,,,,,,,,,Nuke
32,error error mainwrite cant rename tmp to final no such file or directory at message file line in rendertasks file line in writepython file line in file line in handleerror at args at task string outmessage abortlevel abortlevel at task string outmessage abortlevel,"can't rename .tmp to final, no such file or directory",,,FALSE,,"Error: FailRenderException : >>> [10:06.48] ERROR: MainWrite: Can't rename .tmp to final, No such file or directory    at Deadline.Plugins.DeadlinePlugin.FailRender(String message) (Python.Runtime.PythonException)   File C:Userssir.renderAppDataLocalThinkboxDeadline10slaveCONA17-_I03plugins6058cc0fcada8c0c58e6f6b0Nuke.py, line 262, in RenderTasks     self.WritePython(scriptContents)   File C:Userssir.renderAppDataLocalThinkboxDeadline10slaveCONA17-_I03plugins6058cc0fcada8c0c58e6f6b0Nuke.py, line 39, in WritePython     self.WaitForProcess()   File C:Userssir.renderAppDataLocalThinkboxDeadline10slaveCONA17-_I03plugins6058cc0fcada8c0c58e6f6b0Nuke.py, line 46, in WaitForProcess     self.FlushMonitoredManagedProcessStdout( self.ProcessName )   File C:Userssir.renderAppDataLocalThinkboxDeadline10slaveCONA17-_I03plugins6058cc0fcada8c0c58e6f6b0Nuke.py, line 621, in HandleError     self.deadlinePlugin.FailRender( self.GetRegexMatch( 0 ) )    at Python.Runtime.Dispatcher.Dispatch(ArrayList args)    at __FranticX_GenericDelegate0Dispatcher.Invoke()    at Deadline.Plugins.DeadlinePlugin.RenderTasks()    at Deadline.Plugins.DeadlinePlugin.DoRenderTasks()    at Deadline.Plugins.PluginWrapper.RenderTasks(Task task, String& outMessage, AbortLevel& abortLevel)    at Deadline.Plugins.PluginWrapper.RenderTasks(Task task, String& outMessage, AbortLevel& abortLevel)",,,,,,,,,,,,,,,,Nuke
33,error error compiling kernel at message file line in rendertasks file line in writepython file line in file line in handleerror at args at task string outmessage abortlevel abortlevel at task string outmessage abortlevel,error compiling kernel ,,,FALSE,,"Error: FailRenderException : [10:04.15] ERROR: fl_VirtualLens1.Chromatik2.Vector_Chromatic.BlinkScript10: Error compiling kernel    at Deadline.Plugins.DeadlinePlugin.FailRender(String message) (Python.Runtime.PythonException)   File C:Userssir.renderAppDataLocalThinkboxDeadline10slaveCONA11-_I04plugins605b0e7e3e27306084d205d5Nuke.py, line 262, in RenderTasks     self.WritePython(scriptContents)   File C:Userssir.renderAppDataLocalThinkboxDeadline10slaveCONA11-_I04plugins605b0e7e3e27306084d205d5Nuke.py, line 39, in WritePython     self.WaitForProcess()   File C:Userssir.renderAppDataLocalThinkboxDeadline10slaveCONA11-_I04plugins605b0e7e3e27306084d205d5Nuke.py, line 46, in WaitForProcess     self.FlushMonitoredManagedProcessStdout( self.ProcessName )   File C:Userssir.renderAppDataLocalThinkboxDeadline10slaveCONA11-_I04plugins605b0e7e3e27306084d205d5Nuke.py, line 621, in HandleError     self.deadlinePlugin.FailRender( self.GetRegexMatch( 0 ) )    at Python.Runtime.Dispatcher.Dispatch(ArrayList args)    at __FranticX_GenericDelegate0Dispatcher.Invoke()    at Deadline.Plugins.DeadlinePlugin.RenderTasks()    at Deadline.Plugins.DeadlinePlugin.DoRenderTasks()    at Deadline.Plugins.PluginWrapper.RenderTasks(Task task, String& outMessage, AbortLevel& abortLevel)    at Deadline.Plugins.PluginWrapper.RenderTasks(Task task, String& outMessage, AbortLevel& abortLevel)",,,,,,,,,,,,,,,,Nuke
34,error error alternatetk cant rename tmp to final file exists at message file line in rendertasks file line in writepython file line in file line in handleerror at args at task string outmessage abortlevel abortlevel at task string outmessage abortlevel,"can't rename .tmp to final, file exists",,,FALSE,,"Error: FailRenderException : [ 9:45.55] ERROR: ALTERNATE_TK: Can't rename .tmp to final, File exists    at Deadline.Plugins.DeadlinePlugin.FailRender(String message) (Python.Runtime.PythonException)   File C:Userssir.renderAppDataLocalThinkboxDeadline10slaveRYZEN01-_I03plugins605472a40063c14aacd746f0Nuke.py, line 262, in RenderTasks     self.WritePython(scriptContents)   File C:Userssir.renderAppDataLocalThinkboxDeadline10slaveRYZEN01-_I03plugins605472a40063c14aacd746f0Nuke.py, line 39, in WritePython     self.WaitForProcess()   File C:Userssir.renderAppDataLocalThinkboxDeadline10slaveRYZEN01-_I03plugins605472a40063c14aacd746f0Nuke.py, line 46, in WaitForProcess     self.FlushMonitoredManagedProcessStdout( self.ProcessName )   File C:Userssir.renderAppDataLocalThinkboxDeadline10slaveRYZEN01-_I03plugins605472a40063c14aacd746f0Nuke.py, line 621, in HandleError     self.deadlinePlugin.FailRender( self.GetRegexMatch( 0 ) )    at Python.Runtime.Dispatcher.Dispatch(ArrayList args)    at __FranticX_GenericDelegate0Dispatcher.Invoke()    at Deadline.Plugins.DeadlinePlugin.RenderTasks()    at Deadline.Plugins.DeadlinePlugin.DoRenderTasks()    at Deadline.Plugins.PluginWrapper.RenderTasks(Task task, String& outMessage, AbortLevel& abortLevel)    at Deadline.Plugins.PluginWrapper.RenderTasks(Task task, String& outMessage, AbortLevel& abortLevel)",,,,,,,,,,,,,,,,Nuke
35,error unable to create cache directory file exists at message file line in rendertasks file line in writepython file line in file line in handleerror at args at task string outmessage abortlevel abortlevel at task string outmessage abortlevel,unable to create cache directory,,,FALSE,,"Error: FailRenderException : ERROR: Unable to create cache directory,  C:/Users/ADMINI~1/AppData/Local/Temp/nukeofxplugincache, File exists.    at Deadline.Plugins.DeadlinePlugin.FailRender(String message) (Python.Runtime.PythonException)   File C:UsersAdministratorAppDataLocalThinkboxDeadline10slaveNUKENODE04-_I02plugins604646516f2d531828c5eaa4Nuke.py, line 262, in RenderTasks     self.WritePython(scriptContents)   File C:UsersAdministratorAppDataLocalThinkboxDeadline10slaveNUKENODE04-_I02plugins604646516f2d531828c5eaa4Nuke.py, line 39, in WritePython     self.WaitForProcess()   File C:UsersAdministratorAppDataLocalThinkboxDeadline10slaveNUKENODE04-_I02plugins604646516f2d531828c5eaa4Nuke.py, line 46, in WaitForProcess     self.FlushMonitoredManagedProcessStdout( self.ProcessName )   File C:UsersAdministratorAppDataLocalThinkboxDeadline10slaveNUKENODE04-_I02plugins604646516f2d531828c5eaa4Nuke.py, line 621, in HandleError     self.deadlinePlugin.FailRender( self.GetRegexMatch( 0 ) )    at Python.Runtime.Dispatcher.Dispatch(ArrayList args)    at __FranticX_GenericDelegate0Dispatcher.Invoke()    at Deadline.Plugins.DeadlinePlugin.RenderTasks()    at Deadline.Plugins.DeadlinePlugin.DoRenderTasks()    at Deadline.Plugins.PluginWrapper.RenderTasks(Task task, String& outMessage, AbortLevel& abortLevel)    at Deadline.Plugins.PluginWrapper.RenderTasks(Task task, String& outMessage, AbortLevel& abortLevel)",,,,,,,,,,,,,,,,Nuke
36,error error read bad newhandler cannot free anything throwing stdbadalloc this will probably crash at message file line in rendertasks file line in writepython file line in file line in handleerror at args at task string outmessage abortlevel abortlevel at task string outmessage abortlevel,bad allocation new_handler cannot free anything,,,FALSE,,"Error: FailRenderException : [16:59.08] ERROR: Read4: bad allocationMemory: new_handler() cannot free anything, throwing std::bad_alloc. This will probably crash!    at Deadline.Plugins.DeadlinePlugin.FailRender(String message) (Python.Runtime.PythonException)   File C:Userssir.renderAppDataLocalThinkboxDeadline10slaveCONA18-_I02plugins604100df77d7a82a60888f2bNuke.py, line 262, in RenderTasks     self.WritePython(scriptContents)   File C:Userssir.renderAppDataLocalThinkboxDeadline10slaveCONA18-_I02plugins604100df77d7a82a60888f2bNuke.py, line 39, in WritePython     self.WaitForProcess()   File C:Userssir.renderAppDataLocalThinkboxDeadline10slaveCONA18-_I02plugins604100df77d7a82a60888f2bNuke.py, line 46, in WaitForProcess     self.FlushMonitoredManagedProcessStdout( self.ProcessName )   File C:Userssir.renderAppDataLocalThinkboxDeadline10slaveCONA18-_I02plugins604100df77d7a82a60888f2bNuke.py, line 621, in HandleError     self.deadlinePlugin.FailRender( self.GetRegexMatch( 0 ) )    at Python.Runtime.Dispatcher.Dispatch(ArrayList args)    at __FranticX_GenericDelegate0Dispatcher.Invoke()    at Deadline.Plugins.DeadlinePlugin.RenderTasks()    at Deadline.Plugins.DeadlinePlugin.DoRenderTasks()    at Deadline.Plugins.PluginWrapper.RenderTasks(Task task, String& outMessage, AbortLevel& abortLevel)    at Deadline.Plugins.PluginWrapper.RenderTasks(Task task, String& outMessage, AbortLevel& abortLevel)",,,,,,,,,,,,,,,,Nuke
37,error error readgeo no such file or directory at message file line in rendertasks file line in writepython file line in file line in handleerror at args at task string outmessage abortlevel abortlevel at task string outmessage abortlevel,error: no such file or directory,,,FALSE,,"Error: FailRenderException : >>> [17:53.37] ERROR: ReadGeo3: No such file or directory    at Deadline.Plugins.DeadlinePlugin.FailRender(String message) (Python.Runtime.PythonException)   File C:UsersAdministratorAppDataLocalThinkboxDeadline10slaveNUKENODE04-_I04plugins6046629b994e8e824480ae29Nuke.py, line 262, in RenderTasks     self.WritePython(scriptContents)   File C:UsersAdministratorAppDataLocalThinkboxDeadline10slaveNUKENODE04-_I04plugins6046629b994e8e824480ae29Nuke.py, line 39, in WritePython     self.WaitForProcess()   File C:UsersAdministratorAppDataLocalThinkboxDeadline10slaveNUKENODE04-_I04plugins6046629b994e8e824480ae29Nuke.py, line 46, in WaitForProcess     self.FlushMonitoredManagedProcessStdout( self.ProcessName )   File C:UsersAdministratorAppDataLocalThinkboxDeadline10slaveNUKENODE04-_I04plugins6046629b994e8e824480ae29Nuke.py, line 621, in HandleError     self.deadlinePlugin.FailRender( self.GetRegexMatch( 0 ) )    at Python.Runtime.Dispatcher.Dispatch(ArrayList args)    at __FranticX_GenericDelegate0Dispatcher.Invoke()    at Deadline.Plugins.DeadlinePlugin.RenderTasks()    at Deadline.Plugins.DeadlinePlugin.DoRenderTasks()    at Deadline.Plugins.PluginWrapper.RenderTasks(Task task, String& outMessage, AbortLevel& abortLevel)    at Deadline.Plugins.PluginWrapper.RenderTasks(Task task, String& outMessage, AbortLevel& abortLevel)",,,,,,,,,,,,,,,,Nuke
38,error error spacebox error writing invalid argument at message file line in rendertasks file line in writepython file line in file line in handleerror at args at task string outmessage abortlevel abortlevel at task string outmessage abortlevel,error writing invalid argument,,,FALSE,,"Error: FailRenderException : [17:53.56] ERROR: SPACE_BOX: Error writing: Invalid argument    at Deadline.Plugins.DeadlinePlugin.FailRender(String message) (Python.Runtime.PythonException)   File C:UsersAdministratorAppDataLocalThinkboxDeadline10slaveNUKENODE04-_I05plugins6046629b994e8e824480ae29Nuke.py, line 262, in RenderTasks     self.WritePython(scriptContents)   File C:UsersAdministratorAppDataLocalThinkboxDeadline10slaveNUKENODE04-_I05plugins6046629b994e8e824480ae29Nuke.py, line 39, in WritePython     self.WaitForProcess()   File C:UsersAdministratorAppDataLocalThinkboxDeadline10slaveNUKENODE04-_I05plugins6046629b994e8e824480ae29Nuke.py, line 46, in WaitForProcess     self.FlushMonitoredManagedProcessStdout( self.ProcessName )   File C:UsersAdministratorAppDataLocalThinkboxDeadline10slaveNUKENODE04-_I05plugins6046629b994e8e824480ae29Nuke.py, line 621, in HandleError     self.deadlinePlugin.FailRender( self.GetRegexMatch( 0 ) )    at Python.Runtime.Dispatcher.Dispatch(ArrayList args)    at __FranticX_GenericDelegate0Dispatcher.Invoke()    at Deadline.Plugins.DeadlinePlugin.RenderTasks()    at Deadline.Plugins.DeadlinePlugin.DoRenderTasks()    at Deadline.Plugins.PluginWrapper.RenderTasks(Task task, String& outMessage, AbortLevel& abortLevel)    at Deadline.Plugins.PluginWrapper.RenderTasks(Task task, String& outMessage, AbortLevel& abortLevel)",,,,,,,,,,,,,,,,Nuke
39,error ioexception the process cannot access the file because it is being used by another process at filehandle at mode fileshare share fileoptions options at path filemode mode fileaccess access fileshare share int buffersize fileoptions options at path filemode mode fileaccess access fileshare share at path at bne string bnf string bng string bnh string bni ilist bnj boolean bnk datacontroller bnl bnm string bnn os bno at infilename string outfilename string forceseperator string newstrings datacontroller logfunction string regionid boolean at infilename string outfilename string forceseperator string newstrings datacontroller logfunction string regionid at infilename string outfilename string newstrings datacontroller logfunction string regionid at infilename string outfilename string newstrings file line in scenefilename tclescape file line in infilename outfilename newstrings at args at waitforexit at string at waitforexit at name managedprocess at name managedprocess string username string domain string password boolean usesu boolean at name managedprocess file line in startjob selfprocess at args at outmessage abortlevel abortlevel at outmessage abortlevel,the process cannot access the file <> because it is used by another process,,,FALSE,,"Error: ManagedProcessAbort : Error: IOException : The process cannot access the file 'bstorageprojectsNJ04_PRODUCTIONNJ03_NOVA_HAS_TALENT10_COMPOSITING0221_NJ03_COMP0221_NJ03_COMP_TK30.nk' because it is being used by another process.    at System.IO.FileStream.ValidateFileHandle(SafeFileHandle fileHandle)    at System.IO.FileStream.CreateFileOpenHandle(FileMode mode, FileShare share, FileOptions options)    at System.IO.FileStream..ctor(String path, FileMode mode, FileAccess access, FileShare share, Int32 bufferSize, FileOptions options)    at System.IO.FileStream..ctor(String path, FileMode mode, FileAccess access, FileShare share)    at System.IO.File.OpenRead(String path)    at Deadline.IO.PathMappingUtils.c(String bne, String bnf, String bng, String[] bnh, String[] bni, IList`1 bnj, Boolean bnk, DataController bnl, GenericDelegate1`1 bnm, String bnn, OS bno)    at Deadline.IO.PathMappingUtils.CheckPathMappingInFileAndReplace(String inFileName, String outFileName, String forceSeperator, String[] stringsToReplace, String[] newStrings, DataController dataController, GenericDelegate1`1 logFunction, String regionID, Boolean readFileAsBytes)    at Deadline.IO.PathMappingUtils.CheckPathMappingInFileAndReplace(String inFileName, String outFileName, String forceSeperator, String[] stringsToReplace, String[] newStrings, DataController dataController, GenericDelegate1`1 logFunction, String regionID)    at Deadline.IO.PathMappingUtils.CheckPathMappingInFileAndReplace(String inFileName, String outFileName, String[] stringsToReplace, String[] newStrings, DataController dataController, GenericDelegate1`1 logFunction, String regionID)    at Deadline.Scripting.RepositoryUtils.CheckPathMappingInFileAndReplace(String inFileName, String outFileName, String[] stringsToReplace, String[] newStrings) (Python.Runtime.PythonException)   File C:Userssir.renderAppDataLocalThinkboxDeadline10slaveCONA17-_I03plugins60460fadc5e8e23df01cab20Nuke.py, line 404, in PreRenderTasks     self.pathMappingWithFilePermissionFix( sceneFilename, self.TempSceneFilename, ([,, _TCL_ESCAPE_), (_TCL_ESCAPE_, /, [) )   File C:Userssir.renderAppDataLocalThinkboxDeadline10slaveCONA17-_I03plugins60460fadc5e8e23df01cab20Nuke.py, line 326, in pathMappingWithFilePermissionFix     RepositoryUtils.CheckPathMappingInFileAndReplace( inFileName, outFileName, stringsToReplace, newStrings )    at Python.Runtime.Dispatcher.Dispatch(ArrayList args)    at __FranticX_GenericDelegate0Dispatcher.Invoke()    at FranticX.Processes.ManagedProcess.PreRenderTasks()    at FranticX.Processes.ManagedProcess.Execute(Boolean waitForExit)    at FranticX.Processes.ManagedProcess.GenerateManagedProcessAbortException(Exception e, String operationName)    at FranticX.Processes.ManagedProcess.Execute(Boolean waitForExit)    at FranticX.Processes.MonitoredManagedProcesses.StartMonitoredManagedProcess(String name, ManagedProcess managedProcess)    at Deadline.Plugins.DeadlinePlugin.StartMonitoredManagedProcessAsUser(String name, ManagedProcess managedProcess, String userName, String domain, String password, Boolean useSu, Boolean preserveEnvironment, Boolean setHomeVariable)    at Deadline.Plugins.DeadlinePlugin.StartMonitoredManagedProcess(String name, ManagedProcess managedProcess) (Python.Runtime.PythonException)   File C:Userssir.renderAppDataLocalThinkboxDeadline10slaveCONA17-_I03plugins60460fadc5e8e23df01cab20Nuke.py, line 209, in StartJob     self.StartMonitoredManagedProcess( self.ProcessName, self.Process )    at Python.Runtime.Dispatcher.Dispatch(ArrayList args)    at __FranticX_GenericDelegate0Dispatcher.Invoke()    at Deadline.Plugins.DeadlinePlugin.StartJob()    at Deadline.Plugins.DeadlinePlugin.DoStartJob()    at Deadline.Plugins.PluginWrapper.StartJob(String& outMessage, AbortLevel& abortLevel)    at Deadline.Plugins.PluginWrapper.StartJob(String& outMessage, AbortLevel& abortLevel)",,,,,,,,,,,,,,,,Nuke
40,error error read file is empty at message file line in rendertasks file line in writepython file line in file line in handleerror at args at task string outmessage abortlevel abortlevel at task string outmessage abortlevel,error <.exr> file is empty,,,FALSE,,"Error: FailRenderException : >>> [15:55.51] ERROR: Read1: //bstorage/projects/NJ/04_PRODUCTION/NJ00_RENDERS/03.LR/NJ00/0100_NJ00/Hologram_03/0100_NJ00_Hologram_03.0025.exr: file is empty    at Deadline.Plugins.DeadlinePlugin.FailRender(String message) (Python.Runtime.PythonException)   File C:Userssir.renderAppDataLocalThinkboxDeadline10slaveCONA21-_I06plugins60464549b7433f3c902f26e1Nuke.py, line 262, in RenderTasks     self.WritePython(scriptContents)   File C:Userssir.renderAppDataLocalThinkboxDeadline10slaveCONA21-_I06plugins60464549b7433f3c902f26e1Nuke.py, line 39, in WritePython     self.WaitForProcess()   File C:Userssir.renderAppDataLocalThinkboxDeadline10slaveCONA21-_I06plugins60464549b7433f3c902f26e1Nuke.py, line 46, in WaitForProcess     self.FlushMonitoredManagedProcessStdout( self.ProcessName )   File C:Userssir.renderAppDataLocalThinkboxDeadline10slaveCONA21-_I06plugins60464549b7433f3c902f26e1Nuke.py, line 621, in HandleError     self.deadlinePlugin.FailRender( self.GetRegexMatch( 0 ) )    at Python.Runtime.Dispatcher.Dispatch(ArrayList args)    at __FranticX_GenericDelegate0Dispatcher.Invoke()    at Deadline.Plugins.DeadlinePlugin.RenderTasks()    at Deadline.Plugins.DeadlinePlugin.DoRenderTasks()    at Deadline.Plugins.PluginWrapper.RenderTasks(Task task, String& outMessage, AbortLevel& abortLevel)    at Deadline.Plugins.PluginWrapper.RenderTasks(Task task, String& outMessage, AbortLevel& abortLevel)",,,,,,,,,,,,,,,,Nuke
41,error runtimeerror nothing is named mainwrite at message file line in rendertasks file line in writepython file line in file line in handleerror at args at task string outmessage abortlevel abortlevel at task string outmessage abortlevel,nothing is named <>,,,FALSE,,"Error: FailRenderException : RuntimeError: Nothing is named MainWrite    at Deadline.Plugins.DeadlinePlugin.FailRender(String message) (Python.Runtime.PythonException)   File C:Userssir.renderAppDataLocalThinkboxDeadline10slaveCONA18plugins60460fadc5e8e23df01cab20Nuke.py, line 262, in RenderTasks     self.WritePython(scriptContents)   File C:Userssir.renderAppDataLocalThinkboxDeadline10slaveCONA18plugins60460fadc5e8e23df01cab20Nuke.py, line 39, in WritePython     self.WaitForProcess()   File C:Userssir.renderAppDataLocalThinkboxDeadline10slaveCONA18plugins60460fadc5e8e23df01cab20Nuke.py, line 42, in WaitForProcess     self.FlushMonitoredManagedProcessStdout( self.ProcessName )   File C:Userssir.renderAppDataLocalThinkboxDeadline10slaveCONA18plugins60460fadc5e8e23df01cab20Nuke.py, line 621, in HandleError     self.deadlinePlugin.FailRender( self.GetRegexMatch( 0 ) )    at Python.Runtime.Dispatcher.Dispatch(ArrayList args)    at __FranticX_GenericDelegate0Dispatcher.Invoke()    at Deadline.Plugins.DeadlinePlugin.RenderTasks()    at Deadline.Plugins.DeadlinePlugin.DoRenderTasks()    at Deadline.Plugins.PluginWrapper.RenderTasks(Task task, String& outMessage, AbortLevel& abortLevel)    at Deadline.Plugins.PluginWrapper.RenderTasks(Task task, String& outMessage, AbortLevel& abortLevel)",,,,,,,,,,,,,,,,Nuke
42,error error spacebox has no valid channels nothing to write at message file line in rendertasks file line in writepython file line in file line in handleerror at args at task string outmessage abortlevel abortlevel at task string outmessage abortlevel,<>  has no valid channels - nothing to write.,,,FALSE,,"Error: FailRenderException : >>> [15:32.58] ERROR: space_box: //bstorage/projects/NJ/04_PRODUCTION/NJ00_RENDERS/01.COMP/NJ03/2590_NJ03/take_11/spacerender_tk11.0060.tga: has no valid channels - nothing to write.    at Deadline.Plugins.DeadlinePlugin.FailRender(String message) (Python.Runtime.PythonException)   File C:Userssir.renderAppDataLocalThinkboxDeadline10slaveCONA11-_I05plugins603e5a8984a3e95874aacaf9Nuke.py, line 262, in RenderTasks     self.WritePython(scriptContents)   File C:Userssir.renderAppDataLocalThinkboxDeadline10slaveCONA11-_I05plugins603e5a8984a3e95874aacaf9Nuke.py, line 39, in WritePython     self.WaitForProcess()   File C:Userssir.renderAppDataLocalThinkboxDeadline10slaveCONA11-_I05plugins603e5a8984a3e95874aacaf9Nuke.py, line 46, in WaitForProcess     self.FlushMonitoredManagedProcessStdout( self.ProcessName )   File C:Userssir.renderAppDataLocalThinkboxDeadline10slaveCONA11-_I05plugins603e5a8984a3e95874aacaf9Nuke.py, line 621, in HandleError     self.deadlinePlugin.FailRender( self.GetRegexMatch( 0 ) )    at Python.Runtime.Dispatcher.Dispatch(ArrayList args)    at __FranticX_GenericDelegate0Dispatcher.Invoke()    at Deadline.Plugins.DeadlinePlugin.RenderTasks()    at Deadline.Plugins.DeadlinePlugin.DoRenderTasks()    at Deadline.Plugins.PluginWrapper.RenderTasks(Task task, String& outMessage, AbortLevel& abortLevel)    at Deadline.Plugins.PluginWrapper.RenderTasks(Task task, String& outMessage, AbortLevel& abortLevel)",,,,,,,,,,,,,,,,Nuke
43,error error merge nonexistent channel used for mask at message file line in rendertasks file line in writepython file line in file line in handleerror at args at task string outmessage abortlevel abortlevel at task string outmessage abortlevel,non-existent channel used for mask,,,FALSE,,"Error: FailRenderException : >>> [12:59.42] ERROR: Merge9: Non-existent channel used for mask    at Deadline.Plugins.DeadlinePlugin.FailRender(String message) (Python.Runtime.PythonException)   File C:Userssir.renderAppDataLocalThinkboxDeadline10slaveCONA11-_I08plugins60379f366c37f8419094a3a2Nuke.py, line 262, in RenderTasks     self.WritePython(scriptContents)   File C:Userssir.renderAppDataLocalThinkboxDeadline10slaveCONA11-_I08plugins60379f366c37f8419094a3a2Nuke.py, line 39, in WritePython     self.WaitForProcess()   File C:Userssir.renderAppDataLocalThinkboxDeadline10slaveCONA11-_I08plugins60379f366c37f8419094a3a2Nuke.py, line 46, in WaitForProcess     self.FlushMonitoredManagedProcessStdout( self.ProcessName )   File C:Userssir.renderAppDataLocalThinkboxDeadline10slaveCONA11-_I08plugins60379f366c37f8419094a3a2Nuke.py, line 621, in HandleError     self.deadlinePlugin.FailRender( self.GetRegexMatch( 0 ) )    at Python.Runtime.Dispatcher.Dispatch(ArrayList args)    at __FranticX_GenericDelegate0Dispatcher.Invoke()    at Deadline.Plugins.DeadlinePlugin.RenderTasks()    at Deadline.Plugins.DeadlinePlugin.DoRenderTasks()    at Deadline.Plugins.PluginWrapper.RenderTasks(Task task, String& outMessage, AbortLevel& abortLevel)    at Deadline.Plugins.PluginWrapper.RenderTasks(Task task, String& outMessage, AbortLevel& abortLevel)",,,,,,,,,,,,,,,,Nuke
